"id","name","slug","created_at","updated_at","deleted_at","cityId","latitude","longitude"
305,"Bozcaada","bozcaada","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
306,"Çan","can","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
307,"Eceabat","eceabat","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
308,"Ezine","ezine","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
309,"Gelibolu","gelibolu","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
310,"Gökçeada","gokceada","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
311,"Lapseki","lapseki","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
312,"Merkez","merkez","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
313,"Yenice","yenice","2018-05-28 11:46:58","2018-05-28 11:46:58",,24,,
314,"Atkaracalar","atkaracalar","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
315,"Bayramören","bayramoren","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
316,"Çerkeş","cerkes","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
317,"Eldivan","eldivan","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
318,"Ilgaz","ilgaz","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
319,"Kızılırmak","kizilirmak","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
320,"Korgun","korgun","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
321,"Kurşunlu","kursunlu","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
322,"Merkez","merkez","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
323,"Orta","orta","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
324,"Şabanözü","sabanozu","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
325,"Yapraklı","yaprakli","2018-05-28 11:46:58","2018-05-28 11:46:58",,25,,
326,"Alaca","alaca","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
327,"Bayat","bayat","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
328,"Boğazkale","bogazkale","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
329,"Dodurga","dodurga","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
330,"İskilip","iskilip","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
331,"Kargı","kargi","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
332,"Laçin","lacin","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
333,"Mecitözü","mecitozu","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
334,"Merkez","merkez","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
335,"Oğuzlar","oguzlar","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
336,"Ortaköy","ortakoy","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
337,"Osmancık","osmancik","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
338,"Sungurlu","sungurlu","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
339,"Uğurludağ","ugurludag","2018-05-28 11:46:58","2018-05-28 11:46:58",,26,,
340,"Acıpayam","acipayam","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
341,"Babadağ","babadag","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
342,"Baklan","baklan","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
343,"Bekilli","bekilli","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
344,"Beyağaç","beyagac","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
345,"Bozkurt","bozkurt","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
346,"Buldan","buldan","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
347,"Çal","cal","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
348,"Çameli","cameli","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
349,"Çardak","cardak","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
350,"Çivril","civril","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
351,"Güney","guney","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
352,"Honaz","honaz","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
353,"Kale","kale","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
354,"Merkezefendi","merkezefendi","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
355,"Pamukkale","pamukkale","2018-05-28 11:46:58","2018-05-28 11:46:58",,27,,
356,"Sarayköy","saraykoy","2018-05-28 11:46:59","2018-05-28 11:46:59",,27,,
357,"Serinhisar","serinhisar","2018-05-28 11:46:59","2018-05-28 11:46:59",,27,,
358,"Tavas","tavas","2018-05-28 11:46:59","2018-05-28 11:46:59",,27,,
359,"Bağlar","baglar","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
360,"Bismil","bismil","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
361,"Çermik","cermik","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
362,"Çınar","cinar","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
363,"Çüngüş","cungus","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
364,"Dicle","dicle","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
365,"Eğil","egil","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
366,"Ergani","ergani","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
367,"Hani","hani","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
368,"Hazro","hazro","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
369,"Kayapınar","kayapinar","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
370,"Kocaköy","kocakoy","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
371,"Kulp","kulp","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
372,"Lice","lice","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
373,"Silvan","silvan","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
374,"Sur","sur","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
375,"Yenişehir","yenisehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,28,,
376,"Başiskele","basiskele","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
377,"Çayırova","cayirova","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
378,"Darıca","darica","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
379,"Derince","derince","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
380,"Dilovası","dilovasi","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
381,"Gebze","gebze","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
382,"Gölcük","golcuk","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
383,"İzmit","izmit","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
384,"Kandıra","kandira","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
385,"Karamürsel","karamursel","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
386,"Kartepe","kartepe","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
387,"Körfez","korfez","2018-05-28 11:46:59","2018-05-28 11:46:59",,29,,
388,"Ahırlı","ahirli","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
389,"Akören","akoren","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
390,"Akşehir","aksehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
391,"Altınekin","altinekin","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
392,"Beyşehir","beysehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
393,"Bozkır","bozkir","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
394,"Cihanbeyli","cihanbeyli","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
395,"Çeltik","celtik","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
396,"Çumra","cumra","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
397,"Derbent","derbent","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
398,"Derebucak","derebucak","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
399,"Doğanhisar","doganhisar","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
400,"Emirgazi","emirgazi","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
401,"Ereğli","eregli","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
402,"Güneysınır","guneysinir","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
403,"Hadim","hadim","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
404,"Halkapınar","halkapinar","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
405,"Hüyük","huyuk","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
406,"Ilgın","ilgin","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
407,"Kadınhanı","kadinhani","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
408,"Karapınar","karapinar","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
409,"Karatay","karatay","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
410,"Kulu","kulu","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
411,"Meram","meram","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
412,"Sarayönü","sarayonu","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
413,"Selçuklu","selcuklu","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
414,"Seydişehir","seydisehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
415,"Taşkent","taskent","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
416,"Tuzlukçu","tuzlukcu","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
417,"Yalıhüyük","yalihuyuk","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
418,"Yunak","yunak","2018-05-28 11:46:59","2018-05-28 11:46:59",,30,,
419,"Altıntaş","altintas","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
420,"Aslanapa","aslanapa","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
421,"Çavdarhisar","cavdarhisar","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
422,"Domaniç","domanic","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
423,"Dumlupınar","dumlupinar","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
424,"Emet","emet","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
425,"Gediz","gediz","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
426,"Hisarcık","hisarcik","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
427,"Merkez","merkez","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
428,"Pazarlar","pazarlar","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
429,"Simav","simav","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
430,"Şaphane","saphane","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
431,"Tavşanlı","tavsanli","2018-05-28 11:46:59","2018-05-28 11:46:59",,31,,
432,"Akçadağ","akcadag","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
433,"Arapgir","arapgir","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
434,"Arguvan","arguvan","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
435,"Battalgazi","battalgazi","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
436,"Darende","darende","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
437,"Doğanşehir","dogansehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
438,"Doğanyol","doganyol","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
439,"Hekimhan","hekimhan","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
440,"Kale","kale","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
441,"Kuluncak","kuluncak","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
442,"Pütürge","puturge","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
443,"Yazıhan","yazihan","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
444,"Yeşilyurt","yesilyurt","2018-05-28 11:46:59","2018-05-28 11:46:59",,32,,
445,"Ahmetli","ahmetli","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
446,"Akhisar","akhisar","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
447,"Alaşehir","alasehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
448,"Demirci","demirci","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
449,"Gölmarmara","golmarmara","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
450,"Gördes","gordes","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
451,"Kırkağaç","kirkagac","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
452,"Köprübaşı","koprubasi","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
453,"Kula","kula","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
454,"Salihli","salihli","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
455,"Sarıgöl","sarigol","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
456,"Saruhanlı","saruhanli","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
457,"Selendi","selendi","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
458,"Soma","soma","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
459,"Şehzadeler","sehzadeler","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
460,"Turgutlu","turgutlu","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
461,"Yunusemre","yunusemre","2018-05-28 11:46:59","2018-05-28 11:46:59",,33,,
462,"Artuklu","artuklu","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
463,"Dargeçit","dargecit","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
464,"Derik","derik","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
465,"Kızıltepe","kiziltepe","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
466,"Mazıdağı","mazidagi","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
467,"Midyat","midyat","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
468,"Nusaybin","nusaybin","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
469,"Ömerli","omerli","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
470,"Savur","savur","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
471,"Yeşilli","yesilli","2018-05-28 11:46:59","2018-05-28 11:46:59",,34,,
472,"Akdeniz","akdeniz","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
473,"Anamur","anamur","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
474,"Aydıncık","aydincik","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
475,"Bozyazı","bozyazi","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
476,"Çamlıyayla","camliyayla","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
477,"Erdemli","erdemli","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
478,"Gülnar","gulnar","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
479,"Mezitli","mezitli","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
480,"Mut","mut","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
481,"Silifke","silifke","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
482,"Tarsus","tarsus","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
483,"Toroslar","toroslar","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
484,"Yenişehir","yenisehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,35,,
485,"Bodrum","bodrum","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
486,"Dalaman","dalaman","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
487,"Datça","datca","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
488,"Fethiye","fethiye","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
489,"Kavaklıdere","kavaklidere","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
490,"Köyceğiz","koycegiz","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
491,"Marmaris","marmaris","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
492,"Menteşe","mentese","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
493,"Milas","milas","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
494,"Ortaca","ortaca","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
495,"Seydikemer","seydikemer","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
496,"Ula","ula","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
497,"Yatağan","yatagan","2018-05-28 11:46:59","2018-05-28 11:46:59",,36,,
498,"Bulanık","bulanik","2018-05-28 11:46:59","2018-05-28 11:46:59",,37,,
499,"Hasköy","haskoy","2018-05-28 11:46:59","2018-05-28 11:46:59",,37,,
500,"Korkut","korkut","2018-05-28 11:46:59","2018-05-28 11:46:59",,37,,
501,"Malazgirt","malazgirt","2018-05-28 11:46:59","2018-05-28 11:46:59",,37,,
502,"Merkez","merkez","2018-05-28 11:46:59","2018-05-28 11:46:59",,37,,
503,"Varto","varto","2018-05-28 11:46:59","2018-05-28 11:46:59",,37,,
504,"Acıgöl","acigol","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
505,"Avanos","avanos","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
506,"Derinkuyu","derinkuyu","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
507,"Gülşehir","gulsehir","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
508,"Hacıbektaş","hacibektas","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
509,"Kozaklı","kozakli","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
510,"Merkez","merkez","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
511,"Ürgüp","urgup","2018-05-28 11:46:59","2018-05-28 11:46:59",,38,,
512,"Altunhisar","altunhisar","2018-05-28 11:46:59","2018-05-28 11:46:59",,39,,
513,"Bor","bor","2018-05-28 11:46:59","2018-05-28 11:46:59",,39,,
514,"Çamardı","camardi","2018-05-28 11:46:59","2018-05-28 11:46:59",,39,,
515,"Çiftlik","ciftlik","2018-05-28 11:47:00","2018-05-28 11:47:00",,39,,
516,"Merkez","merkez","2018-05-28 11:47:00","2018-05-28 11:47:00",,39,,
517,"Ulukışla","ulukisla","2018-05-28 11:47:00","2018-05-28 11:47:00",,39,,
518,"Akkuş","akkus","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
519,"Altınordu","altinordu","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
520,"Aybastı","aybasti","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
521,"Çamaş","camas","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
522,"Çatalpınar","catalpinar","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
523,"Çaybaşı","caybasi","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
524,"Fatsa","fatsa","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
525,"Gölköy","golkoy","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
526,"Gülyalı","gulyali","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
527,"Gürgentepe","gurgentepe","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
528,"İkizce","ikizce","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
529,"Kabadüz","kabaduz","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
530,"Kabataş","kabatas","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
531,"Korgan","korgan","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
532,"Kumru","kumru","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
533,"Mesudiye","mesudiye","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
534,"Perşembe","persembe","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
535,"Ulubey","ulubey","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
536,"Ünye","unye","2018-05-28 11:47:00","2018-05-28 11:47:00",,40,,
537,"Bahçe","bahce","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
538,"Düziçi","duzici","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
539,"Hasanbeyli","hasanbeyli","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
540,"Kadirli","kadirli","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
541,"Merkez","merkez","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
542,"Sumbas","sumbas","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
543,"Toprakkale","toprakkale","2018-05-28 11:47:00","2018-05-28 11:47:00",,41,,
544,"Ardeşen","ardesen","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
545,"Çamlıhemşin","camlihemsin","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
546,"Çayeli","cayeli","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
547,"Derepazarı","derepazari","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
548,"Fındıklı","findikli","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
549,"Güneysu","guneysu","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
550,"Hemşin","hemsin","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
551,"İkizdere","ikizdere","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
552,"İyidere","iyidere","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
553,"Kalkandere","kalkandere","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
554,"Merkez","merkez","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
555,"Pazar","pazar","2018-05-28 11:47:00","2018-05-28 11:47:00",,42,,
556,"Adapazarı","adapazari","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
557,"Akyazı","akyazi","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
558,"Arifiye","arifiye","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
559,"Erenler","erenler","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
560,"Ferizli","ferizli","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
561,"Geyve","geyve","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
562,"Hendek","hendek","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
563,"Karapürçek","karapurcek","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
564,"Karasu","karasu","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
565,"Kaynarca","kaynarca","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
566,"Kocaali","kocaali","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
567,"Pamukova","pamukova","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
568,"Sapanca","sapanca","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
569,"Serdivan","serdivan","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
570,"Söğütlü","sogutlu","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
571,"Taraklı","tarakli","2018-05-28 11:47:00","2018-05-28 11:47:00",,43,,
572,"Alaçam","alacam","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
573,"Asarcık","asarcik","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
574,"Atakum","atakum","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
575,"Ayvacık","ayvacik","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
576,"Bafra","bafra","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
577,"Canik","canik","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
578,"Çarşamba","carsamba","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
579,"Havza","havza","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
580,"İlkadım","ilkadim","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
581,"Kavak","kavak","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
582,"Ladik","ladik","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
583,"Salıpazarı","salipazari","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
584,"Tekkeköy","tekkekoy","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
585,"Terme","terme","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
586,"Vezirköprü","vezirkopru","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
587,"Yakakent","yakakent","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
588,"19 Mayıs","19-mayis","2018-05-28 11:47:00","2018-05-28 11:47:00",,44,,
589,"Baykan","baykan","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
590,"Eruh","eruh","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
591,"Kurtalan","kurtalan","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
592,"Merkez","merkez","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
593,"Pervari","pervari","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
594,"Şirvan","sirvan","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
595,"Tillo","tillo","2018-05-28 11:47:00","2018-05-28 11:47:00",,45,,
596,"Ayancık","ayancik","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
597,"Boyabat","boyabat","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
598,"Dikmen","dikmen","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
599,"Durağan","duragan","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
600,"Erfelek","erfelek","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
601,"Gerze","gerze","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
602,"Merkez","merkez","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
603,"Saraydüzü","sarayduzu","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
604,"Türkeli","turkeli","2018-05-28 11:47:00","2018-05-28 11:47:00",,46,,
605,"Beytüşşebap","beytussebap","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
606,"Cizre","cizre","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
607,"Güçlükonak","guclukonak","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
608,"İdil","idil","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
609,"Merkez","merkez","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
610,"Silopi","silopi","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
611,"Uludere","uludere","2018-05-28 11:47:00","2018-05-28 11:47:00",,47,,
612,"Akıncılar","akincilar","2018-05-28 11:47:00","2018-05-28 11:47:00",,48,,
613,"Altınyayla","altinyayla","2018-05-28 11:47:00","2018-05-28 11:47:00",,48,,
614,"Divriği","divrigi","2018-05-28 11:47:00","2018-05-28 11:47:00",,48,,
