"id","name","slug","created_at","updated_at","deleted_at","districtId","latitude","longitude"
1,"Boğazköy Istiklal","bogazkoy-istiklal","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
2,"Dursunköy","dursunkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
3,"Burgazada","burgazada","2018-05-28 11:47:03","2018-05-28 11:47:03",,1,,
4,"Heybeliada","heybeliada","2018-05-28 11:47:03","2018-05-28 11:47:03",,1,,
5,"Nizam","nizam","2018-05-28 11:47:03","2018-05-28 11:47:03",,1,,
6,"Bolluca","bolluca","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
7,"Çilingir","cilingir","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
8,"Boyalık","boyalik","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
9,"Arnavutköy Merkez","arnavutkoy-merkez","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
10,"Balaban","balaban","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
11,"Fatih ","fatih","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
12,"Atatürk","ataturk","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
13,"Baklalı","baklali","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
14,"Hacımaşlı","hacimasli","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
15,"Kınalıada","kinaliada","2018-05-28 11:47:03","2018-05-28 11:47:03",,1,,
16,"Deliklikaya","deliklikaya","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
17,"Durusu","durusu","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
18,"Adnan Menderes","adnan-menderes","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
19,"Maden","maden","2018-05-28 11:47:03","2018-05-28 11:47:03",,1,,
20,"İmrahor","imrahor","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
21,"Anadolu","anadolu","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
22,"Haraççı","haracci","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
23,"Hastane ","hastane","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
24,"İslambey","islambey","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
25,"Hadımköy","hadimkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
26,"Mareşal Fevzi Çakmak","maresal-fevzi-cakmak","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
27,"Hicret","hicret","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
28,"Mavigöl","mavigol","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
29,"Karaburun","karaburun","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
30,"Ömerli","omerli","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
31,"Mustafa Kemal Paşa","mustafa-kemal-pasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
32,"Karlıbayır","karlibayir","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
33,"Mehmet Akif Ersoy","mehmet-akif-ersoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
34,"Nenehatun","nenehatun","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
35,"Tayakadın","tayakadin","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
36,"Yeniköy","yenikoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
37,"Yunus Emre","yunus-emre","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
38,"Taşoluk","tasoluk","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
40,"Yavuz Selim","yavuz-selim","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
39,"Sazlıbosna","sazlibosna","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
41,"Terkos","terkos","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
42,"Aşıkveysel","asikveysel","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
43,"Yassıören","yassioren","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
44,"Küçükbakkalköy","kucukbakkalkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
45,"Yeşilbayır","yesilbayir","2018-05-28 11:47:03","2018-05-28 11:47:03",,2,,
46,"Barbaros","barbaros","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
47,"Ferhatpaşa","ferhatpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
48,"Fetih","fetih","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
49,"Atatürk","ataturk","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
50,"Mevlana","mevlana","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
51,"Mustafa Kemal","mustafa-kemal","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
52,"İçerenköy","icerenkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
53,"Esatpaşa","esatpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
54,"Mimar Sinan","mimar-sinan","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
55,"Kayışdağı","kayisdagi","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
56,"İnönü","inonu","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
57,"Firuzköy","firuzkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
58,"Örnek","ornek","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
59,"Cihangir","cihangir","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
60,"Mustafa Kemalpaşa","mustafa-kemalpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
61,"Üniversite","universite","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
62,"Yenisahra","yenisahra","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
63,"Merkez","merkez","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
64,"Yeni Çamlıca","yeni-camlica","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
65,"Gümüşpala","gumuspala","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
66,"Denizköşkler","denizkoskler","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
67,"Ambarlı","ambarli","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
68,"Yenişehir","yenisehir","2018-05-28 11:47:03","2018-05-28 11:47:03",,3,,
69,"Yeşilkent","yesilkent","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
70,"Barbaros","barbaros","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
71,"Göztepe","goztepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
72,"Tahtakale","tahtakale","2018-05-28 11:47:03","2018-05-28 11:47:03",,4,,
73,"Fatih","fatih","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
74,"Fevzi Çakmak","fevzi-cakmak","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
75,"Çınar","cinar","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
76,"Güneşli","gunesli","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
77,"İnönü","inonu","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
78,"Demirkapı","demirkapi","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
79,"Bağlar","baglar","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
80,"Kemalpaşa","kemalpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
81,"Hürriyet","hurriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
82,"Sancaktepe","sancaktepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
83,"Kirazlı","kirazli","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
84,"Mahmutbey","mahmutbey","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
85,"Yenigün","yenigun","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
86,"Yenimahalle","yenimahalle","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
87,"15 Temmuz","15-temmuz","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
88,"Kazım Karabekir","kazim-karabekir","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
89,"Bahçelievler","bahcelievler","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
90,"Cumhuriyet","cumhuriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
91,"Merkez","merkez","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
92,"100. Yıl","100-yil","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
98,"Ataköy 3-4-11. Kısım","atakoy-3-4-11-kisim","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
95,"Siyavuşpaşa","siyavuspasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
104,"Ataköy 7-8-9-10. Kısım","atakoy-7-8-9-10-kisim","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
109,"Zafer","zafer","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
114,"Yeşilyurt","yesilyurt","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
117,"Yeşilköy","yesilkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
124,"İkitelli Osb","ikitelli-osb","2018-05-28 11:47:03","2018-05-28 11:47:03",,8,,
128,"Başakşehir","basaksehir","2018-05-28 11:47:03","2018-05-28 11:47:03",,8,,
131,"Ortamahalle","ortamahalle","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
138,"Kartaltepe","kartaltepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
139,"Yıldırım","yildirim","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
148,"Muratpaşa","muratpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
149,"Vatan","vatan","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
159,"Konaklar","konaklar","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
160,"Bebek","bebek","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
170,"Sinanpaşa","sinanpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
172,"Türkali","turkali","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
180,"Bozhane","bozhane","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
184,"Cumhuriyet","cumhuriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
189,"Çubuklu","cubuklu","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
193,"Göksu","goksu","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
196,"Kanlıca","kanlica","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
203,"Kavacık","kavacik","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
207,"Öğümce","ogumce","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
213,"Polonezköy","polonezkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
217,"Rüzgarlıbahçe","ruzgarlibahce","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
224,"Adnan Kahveci","adnan-kahveci","2018-05-28 11:47:03","2018-05-28 11:47:03",,12,,
230,"Yakuplu","yakuplu","2018-05-28 11:47:03","2018-05-28 11:47:03",,12,,
233,"Marmara","marmara","2018-05-28 11:47:03","2018-05-28 11:47:03",,12,,
238,"Cihangir ","cihangir","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
242,"Kalyoncu Kulluğu","kalyoncu-kullugu","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
250,"Hacıahmet ","haciahmet","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
252,"Firuzağa ","firuzaga","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
258,"Müeyyetzade","mueyyetzade","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
259,"Kulaksız ","kulaksiz","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
267,"Ömer Avni ","omer-avni","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
270,"Pürtelaş Hasan Efendi ","purtelas-hasan-efendi","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
279,"Celaliye","celaliye","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
280,"Cumhuriyet","cumhuriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
288,"Kamiloba","kamiloba","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
293,"Hürriyet","hurriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
298,"Sinanoba","sinanoba","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
302,"Atatürk","ataturk","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
307,"Celepköy","celepkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
311,"Dağyenice","dagyenice","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
318,"İzzettin","izzettin","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
319,"Kabakça","kabakca","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
327,"İhsaniye","ihsaniye","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
331,"Yalıköy","yalikoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
337,"Yaylacık","yaylacik","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
344,"Cumhuriyet","cumhuriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,16,,
346,"Çatalmeşe","catalmese","2018-05-28 11:47:03","2018-05-28 11:47:03",,16,,
354,"Mimar Sinan","mimar-sinan","2018-05-28 11:47:03","2018-05-28 11:47:03",,16,,
355,"Ömerli","omerli","2018-05-28 11:47:03","2018-05-28 11:47:03",,16,,
363,"Davutpaşa","davutpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
364,"Namık Kemal","namik-kemal","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
372,"Tuna","tuna","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
373,"Menderes","menderes","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
383,"Ardıçlı","ardicli","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
384,"Atatürk","ataturk","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
391,"Gökevler","gokevler","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
394,"Fatih","fatih","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
402,"Mehmet Akif Ersoy","mehmet-akif-ersoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
403,"Mevlana","mevlana","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
412,"Talatpaşa","talatpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
414,"Zafer","zafer","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
422,"Alibeyköy","alibeykoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
423,"Çiftalan","ciftalan","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
434,"Işıklar","isiklar","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
435,"İslambey","islambey","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
441,"Odayeri","odayeri","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
446,"Akşemsettin","aksemsettin","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
453,"Beyazıt","beyazit","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
454,"Atikali","atikali","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
466,"Hacı Kadın","haci-kadin","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
467,"Demirtaş","demirtas","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
473,"Koca Mustafapaşa","koca-mustafapasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
477,"Mercan","mercan","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
480,"Muhsine Hatun","muhsine-hatun","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
485,"Molla Hüsrev","molla-husrev","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
496,"Şehsuvar Bey","sehsuvar-bey","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
497,"Sururi","sururi","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
503,"Karlıtepe","karlitepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
507,"Barbaros Hayrettin Paşa","barbaros-hayrettin-pasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
513,"Hürriyet","hurriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
518,"Abdurrahman Nafiz Gürman","abdurrahman-nafiz-gurman","2018-05-28 11:47:03","2018-05-28 11:47:03",,22,,
525,"Gençosman","gencosman","2018-05-28 11:47:03","2018-05-28 11:47:03",,22,,
527,"Bostancı","bostanci","2018-05-28 11:47:03","2018-05-28 11:47:03",,23,,
535,"Sanayi","sanayi","2018-05-28 11:47:03","2018-05-28 11:47:03",,22,,
539,"Feneryolu","feneryolu","2018-05-28 11:47:03","2018-05-28 11:47:03",,23,,
544,"Kozyatağı","kozyatagi","2018-05-28 11:47:03","2018-05-28 11:47:03",,23,,
550,"Merdivenköy","merdivenkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,23,,
99,"Şenlikköy","senlikkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
96,"Kocasinan Merkez","kocasinan-merkez","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
103,"Şirinevler","sirinevler","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
111,"Sakızağacı","sakizagaci","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
113,"Kartaltepe","kartaltepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
120,"Yeşilköy Sb","yesilkoy-sb","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
122,"Başak","basak","2018-05-28 11:47:03","2018-05-28 11:47:03",,8,,
132,"Altıntepsi","altintepsi","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
133,"Şahintepe","sahintepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,8,,
140,"Yenidoğan","yenidogan","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
144,"Kocatepe","kocatepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
152,"Terazidere","terazidere","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
153,"Balmumcu","balmumcu","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
161,"Gayrettepe","gayrettepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
162,"Kuruçeşme","kurucesme","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
171,"Muradiye","muradiye","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
173,"Acarlar","acarlar","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
179,"Çamlıbahçe","camlibahce","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
183,"Çiğdem","cigdem","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
190,"Elmalı","elmali","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
195,"Görele","gorele","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
199,"Göztepe","goztepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
204,"Kılıçlı","kilicli","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
206,"Paşabahçe","pasabahce","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
214,"Riva","riva","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
216,"Yeni Mahalle","yeni-mahalle","2018-05-28 11:47:03","2018-05-28 11:47:03",,11,,
225,"Kavaklı","kavakli","2018-05-28 11:47:03","2018-05-28 11:47:03",,12,,
226,"Beylikdüzüosb","beylikduzuosb","2018-05-28 11:47:03","2018-05-28 11:47:03",,12,,
234,"Camiikebir ","camiikebir","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
236,"Bostan ","bostan","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
244,"Fetihtepe ","fetihtepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
251,"İstiklal ","istiklal","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
254,"Katipmustafa Çelebi","katipmustafa-celebi","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
256,"Hacımimi ","hacimimi","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
264,"Kılıçali Paşa ","kilicali-pasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
265,"Piripaşa","piripasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
274,"Şehit Muhtar ","sehit-muhtar","2018-05-28 11:47:03","2018-05-28 11:47:03",,13,,
276,"Bahçelievler","bahcelievler","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
284,"Fatih","fatih","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
285,"Mimar Sinan Merkez","mimar-sinan-merkez","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
290,"Aydınlar","aydinlar","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
296,"Pınartepe","pinartepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
300,"Türkoba","turkoba","2018-05-28 11:47:03","2018-05-28 11:47:03",,14,,
305,"Belgrat","belgrat","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
313,"Çanakça","canakca","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
315,"Gökçeali","gokceali","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
324,"İnceğiz","incegiz","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
326,"Kestanelik","kestanelik","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
334,"Ovayenice","ovayenice","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
336,"Ormanlı","ormanli","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
340,"Subaşı","subasi","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
347,"Örcünlü","orcunlu","2018-05-28 11:47:03","2018-05-28 11:47:03",,15,,
351,"Mehmet Akif","mehmet-akif","2018-05-28 11:47:03","2018-05-28 11:47:03",,16,,
357,"Sırapınar","sirapinar","2018-05-28 11:47:03","2018-05-28 11:47:03",,16,,
361,"Havaalanı","havaalani","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
366,"Birlik","birlik","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
371,"Kazım Karabekir","kazim-karabekir","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
377,"Oruçreis","orucreis","2018-05-28 11:47:03","2018-05-28 11:47:03",,17,,
380,"Aşık Veysel","asik-veysel","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
389,"Hürriyet","hurriyet","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
393,"Güzelyurt","guzelyurt","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
399,"Namık Kemal","namik-kemal","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
404,"Necip Fazıl Kısakürek","necip-fazil-kisakurek","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
405,"Pınar","pinar","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
413,"Turgut Özal","turgut-ozal","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
415,"Saadetdere","saadetdere","2018-05-28 11:47:03","2018-05-28 11:47:03",,18,,
424,"Akpınar","akpinar","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
426,"Defterdar","defterdar","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
432,"Karadolap","karadolap","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
436,"Akşemsettin","aksemsettin","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
442,"Rami Yeni","rami-yeni","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
447,"Yeşilpınar","yesilpinar","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
451,"Sakarya","sakarya","2018-05-28 11:47:03","2018-05-28 11:47:03",,19,,
457,"Binbirdirek","binbirdirek","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
460,"Balat","balat","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
465,"Hocapaşa","hocapasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
471,"Cibali","cibali","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
474,"Mesihpaşa","mesihpasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
481,"Saraç Ishak","sarac-ishak","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
482,"Molla Gürani","molla-gurani","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
491,"Sarıdemir","saridemir","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
492,"Süleymaniye","suleymaniye","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
500,"Yavuz Sinan","yavuz-sinan","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
501,"Tahtakale","tahtakale","2018-05-28 11:47:03","2018-05-28 11:47:03",,20,,
510,"Fevzi Çakmak","fevzi-cakmak","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
511,"Kazım Karabekir","kazim-karabekir","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
519,"Yenidoğan","yenidogan","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
521,"Mevlana","mevlana","2018-05-28 11:47:03","2018-05-28 11:47:03",,21,,
526,"Mareşal Çakmak","maresal-cakmak","2018-05-28 11:47:03","2018-05-28 11:47:03",,22,,
531,"Haznedar","haznedar","2018-05-28 11:47:03","2018-05-28 11:47:03",,22,,
538,"Erenköy","erenkoy","2018-05-28 11:47:03","2018-05-28 11:47:03",,23,,
100,"Fevzi Çakmak","fevzi-cakmak","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
102,"Yenibosna Merkez","yenibosna-merkez","2018-05-28 11:47:03","2018-05-28 11:47:03",,6,,
97,"Yavuz Selim","yavuz-selim","2018-05-28 11:47:03","2018-05-28 11:47:03",,5,,
110,"Ataköy 1. Kısım","atakoy-1-kisim","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
112,"Cevizlik","cevizlik","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
121,"Bahçeşehir 1. Kısım","bahcesehir-1-kisim","2018-05-28 11:47:03","2018-05-28 11:47:03",,8,,
123,"Zeytinlik","zeytinlik","2018-05-28 11:47:03","2018-05-28 11:47:03",,7,,
127,"Terazidere","terazidere","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
134,"Kayabaşı","kayabasi","2018-05-28 11:47:03","2018-05-28 11:47:03",,8,,
137,"İsmet Paşa","ismet-pasa","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
142,"Kocatepe","kocatepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
147,"Kartaltepe","kartaltepe","2018-05-28 11:47:03","2018-05-28 11:47:03",,9,,
151,"Abbasağa","abbasaga","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
157,"Etiler","etiler","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
165,"Dikilitaş","dikilitas","2018-05-28 11:47:03","2018-05-28 11:47:03",,10,,
